sample_name,cluster_label,class,donor,sex,age_days,cortical_layer
F1S4_170201_082_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_082_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_082_D01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_082_E01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_082_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_082_G01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_082_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_083_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_083_B01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_083_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_083_D01,Inh L4-5 SST STK32A,GABAergic,H200.1030,M,19710,L4
F1S4_170201_083_E01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L4
F1S4_170201_083_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_083_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_084_A01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_084_B01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_084_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_084_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_084_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_084_F01,Inh L3-5 SST ADGRG6,GABAergic,H200.1030,M,19710,L4
F1S4_170201_084_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_084_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_085_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_085_B01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_085_C01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_085_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_085_E01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_085_F01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_170201_085_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_086_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_086_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_170201_086_C01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_086_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_086_E01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_086_F01,Inh L4-5 SST STK32A,GABAergic,H200.1030,M,19710,L4
F1S4_170201_086_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_087_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_087_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_087_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_087_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_087_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_087_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_087_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_088_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_088_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_088_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_088_D01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L4
F1S4_170201_088_E01,Exc L5-6 RORB TTC12,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_088_F01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_088_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_089_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_089_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_089_C01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_089_D01,Inh L2-4 VIP CBLN1,GABAergic,H200.1030,M,19710,L4
F1S4_170201_089_E01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_089_F01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_170201_090_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_090_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_090_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_090_D01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_090_E01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_090_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_090_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_090_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_091_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_091_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_091_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_170201_091_D01,Inh L1-3 VIP GGH,GABAergic,H200.1030,M,19710,L4
F1S4_170201_091_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_091_G01,Inh L4-5 SST STK32A,GABAergic,H200.1030,M,19710,L4
F1S4_170201_091_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_092_A01,Inh L2-5 VIP TYR,GABAergic,H200.1030,M,19710,L4
F1S4_170201_092_B01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_092_D01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_092_F01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L4
F1S4_170201_092_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_170201_092_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L4
F1S4_170201_097_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_097_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_097_C01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_097_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_097_E01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_097_F01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_097_G01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_098_A01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L5
F1S4_170201_098_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_098_C01,Exc L5-6 RORB TTC12,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_098_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_098_E01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L5
F1S4_170201_098_F01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_098_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_099_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_099_B01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_099_C01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_099_D01,Inh L5-6 SST NPM1P10,GABAergic,H200.1030,M,19710,L5
F1S4_170201_099_F01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_099_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_114_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_114_B01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L5
F1S4_170201_114_C01,Inh L4-6 SST GXYLT2,GABAergic,H200.1030,M,19710,L5
F1S4_170201_114_D01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L5
F1S4_170201_114_E01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_114_F01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_114_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_115_A01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_115_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_115_C01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_115_D01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_115_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_115_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_115_G01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L5
F1S4_170201_115_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L5
F1S4_170201_116_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_116_B01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_116_C01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_116_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_116_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_116_F01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_116_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L5
F1S4_170201_117_A01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_117_B01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_117_C01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L6
F1S4_170201_117_D01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_117_E01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_117_G01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_118_A01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L6
F1S4_170201_118_B01,Inh L5-6 SST KLHDC8A,GABAergic,H200.1030,M,19710,L6
F1S4_170201_118_C01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1030,M,19710,L6
F1S4_170201_118_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_118_E01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1030,M,19710,L6
F1S4_170201_118_F01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L6
F1S4_170201_118_G01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_118_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_119_A01,Exc L5-6 FEZF2 IL15,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_119_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_119_C01,Exc L5-6 RORB TTC12,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_119_D01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_119_E01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_119_F01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_119_G01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_120_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_120_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_120_C01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1030,M,19710,L6
F1S4_170201_120_D01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_120_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_120_F01,Inh L5-6 PVALB LGR5,GABAergic,H200.1030,M,19710,L6
F1S4_170201_120_G01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_120_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_121_A01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_121_B01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_121_C01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1030,M,19710,L6
F1S4_170201_121_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_121_E01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_121_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_121_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_121_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_122_A01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1030,M,19710,L6
F1S4_170201_122_B01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_122_C01,Inh L5-6 SST MIR548F2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_122_D01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_122_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_122_F01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_122_G01,Inh L5-6 PVALB LGR5,GABAergic,H200.1030,M,19710,L6
F1S4_170201_123_B01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_123_C01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_123_D01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1030,M,19710,L6
F1S4_170201_123_E01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_123_G01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L6
F1S4_170201_123_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_124_A01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_124_C01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L6
F1S4_170201_124_D01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_124_E01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_124_F01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_124_G01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_125_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_125_C01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_125_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_125_E01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1030,M,19710,L6
F1S4_170201_125_F01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_125_G01,Inh L4-6 SST GXYLT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_125_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_126_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_126_B01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_126_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_126_D01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_126_E01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_126_F01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_126_G01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_126_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_127_A01,Exc L5-6 RORB TTC12,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_127_B01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_127_C01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_127_D01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_127_E01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_127_F01,Exc L5-6 FEZF2 IL15,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_127_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_127_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_128_A01,Exc L5-6 FEZF2 IL15,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_128_B01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_128_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_128_D01,Inh L5-6 SST NPM1P10,GABAergic,H200.1030,M,19710,L6
F1S4_170201_128_E01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_128_F01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_128_G01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_129_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_129_B01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_129_C01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_129_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_129_F01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_129_G01,Inh L3-6 SST HPGD,GABAergic,H200.1030,M,19710,L6
F1S4_170201_130_B01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_130_C01,Inh L5-6 SST MIR548F2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_130_D01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_130_E01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_130_G01,Inh L5-6 PVALB LGR5,GABAergic,H200.1030,M,19710,L6
F1S4_170201_130_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_131_A01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_131_B01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_131_C01,Exc L5-6 FEZF2 IL15,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_131_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_131_F01,Inh L5-6 PVALB LGR5,GABAergic,H200.1030,M,19710,L6
F1S4_170201_131_G01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_132_A01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_132_B01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_132_D01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_132_F01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_132_G01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_133_A01,Inh L5-6 SST MIR548F2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_133_B01,Inh L5-6 SST NPM1P10,GABAergic,H200.1030,M,19710,L6
F1S4_170201_133_C01,Inh L4-5 PVALB MEPE,GABAergic,H200.1030,M,19710,L6
F1S4_170201_133_E01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_133_F01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_133_G01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_133_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_134_A01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_134_C01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_134_D01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_134_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_134_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_134_G01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_135_A01,Inh L4-6 SST GXYLT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_135_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_135_C01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_135_E01,Inh L5-6 PVALB LGR5,GABAergic,H200.1030,M,19710,L6
F1S4_170201_135_F01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_135_G01,Inh L4-6 SST GXYLT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_136_A01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_136_B01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_136_C01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_136_D01,Inh L5-6 SST NPM1P10,GABAergic,H200.1030,M,19710,L6
F1S4_170201_136_E01,Inh L5-6 PVALB LGR5,GABAergic,H200.1030,M,19710,L6
F1S4_170201_136_F01,Inh L4-5 PVALB MEPE,GABAergic,H200.1030,M,19710,L6
F1S4_170201_136_G01,Inh L4-6 SST GXYLT2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_137_A01,Inh L5-6 SST MIR548F2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_137_B01,Exc L5-6 THEMIS DCSTAMP,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_137_D01,Inh L5-6 LHX6 GLP1R,GABAergic,H200.1030,M,19710,L6
F1S4_170201_137_E01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_137_F01,Inh L5-6 SST MIR548F2,GABAergic,H200.1030,M,19710,L6
F1S4_170201_137_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_137_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L6
F1S4_170201_138_A01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_138_B01,Exc L5-6 RORB TTC12,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_138_C01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_138_D01,no class,no class,H200.1030,M,19710,L6
F1S4_170201_138_E01,Inh L5-6 PVALB LGR5,GABAergic,H200.1030,M,19710,L6
F1S4_170201_138_F01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L6
F1S4_170201_138_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_139_C01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L6
F1S4_170201_139_D01,Exc L5-6 THEMIS CRABP1,Glutamatergic,H200.1030,M,19710,L6
